employee_id,first_name,last_name,gender,province,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate
00-41477910,Noud,Oversteeg,Male,Noord-Brabant,Tilburg,2017-05-23,Finance,Financial Analyst,Bachelor,82955,Good,Yes,1985-10-26,
00-12344166,Lynn,van Baalen,Male,Noord-Holland,Alkmaar,2021-09-20,Customer Service,Support Specialist,High School,58875,Needs Improvement,No,1980-01-09,
00-31673059,Collin,Wolters,Female,Zuid-Holland,Rotterdam,2024-03-12,Customer Service,Support Specialist,Bachelor,58775,Good,No,1966-10-12,
00-60984196,Veerle,van der Schuijt,Male,Zuid-Holland,Den Haag,2022-08-01,Sales,Sales Specialist,PhD,71650,Excellent,No,1968-07-03,
00-71591580,Alexander,Visser,Male,Noord-Holland,Haarlem,2021-06-19,Marketing,SEO Specialist,Bachelor,61937,Good,No,1960-01-16,
00-27070364,Eva,Timmerman,Male,Noord-Holland,Haarlem,2023-01-11,Operations,Operations Analyst,Bachelor,76089,Excellent,No,1981-08-26,
00-44678200,Dylan,van Vlaanderen,Female,Noord-Holland,Amsterdam,2017-03-30,Operations,Operations Analyst,Master,88725,Satisfactory,No,1975-12-09,
00-11783108,Noah,Barents,Female,Noord-Brabant,Tilburg,2019-01-10,Customer Service,Customer Service Representative,Bachelor,53026,Excellent,No,1978-05-05,
00-48186811,Valentijn,Moet,Male,Noord-Holland,Amsterdam,2019-08-12,Operations,Inventory Specialist,High School,59109,Satisfactory,No,1989-04-08,
00-16720126,Dex,Linschoten,Male,Noord-Holland,Alkmaar,2022-10-01,Sales,Sales Representative,Bachelor,68371,Good,Yes,1983-09-17,
00-95971790,Beau,van Haspengouw Hesbaye,Male,Utrecht,Nieuwegein,2020-03-03,Operations,Logistics Coordinator,Bachelor,66292,Satisfactory,No,1988-09-12,
00-14985096,Dirk,Haneberg,Male,Zuid-Holland,Den Haag,2022-03-16,Finance,Accounts Payable Specialist,Bachelor,67469,Needs Improvement,Yes,1986-08-22,
00-19293611,Mare,de Gruil,Female,Zuid-Holland,Rotterdam,2019-07-26,Operations,Inventory Specialist,High School,60385,Needs Improvement,No,2002-06-24,
00-11196331,Laura,van de Veen,Male,Zuid-Holland,Rotterdam,2015-06-22,IT,Software Developer,Bachelor,104594,Good,Yes,1970-05-25,
00-63865025,Damian,de Korte,Male,Utrecht,Nieuwegein,2018-06-30,Sales,Sales Representative,Bachelor,69685,Needs Improvement,No,1985-01-20,
00-38042768,Johannes,Heribert van Laon,Female,Noord-Holland,Alkmaar,2022-01-10,Sales,Sales Representative,Bachelor,61442,Good,No,1994-10-08,
00-90245204,Maya,Recers,Male,Zuid-Holland,Rotterdam,2019-04-26,Sales,Sales Specialist,Master,67359,Satisfactory,No,2001-02-18,
00-37287550,Senna,Scholten,Female,Utrecht,Amersfoort,2017-09-28,Finance,Finance Manager,PhD,106438,Excellent,No,1990-04-08,
00-77161703,Lotte,Heerkens,Female,Noord-Holland,Haarlem,2022-12-30,Sales,Sales Specialist,Master,70172,Good,No,1979-07-04,
00-21980116,Felix,Kortman,Male,Utrecht,Amersfoort,2021-07-19,Sales,Sales Representative,Bachelor,80197,Satisfactory,No,1961-07-29,
00-86565177,Yara,Doorhof,Female,Utrecht,Amersfoort,2019-06-22,Operations,Logistics Coordinator,Bachelor,56595,Good,No,1981-09-14,
00-43842880,Aiden,van Hostaden,Male,Overijssel,Zwolle,2018-04-04,Sales,Sales Specialist,Master,62915,Good,No,1980-10-12,
00-65454417,Liam,le Guellec,Female,Noord-Holland,Amsterdam,2024-01-20,Customer Service,Support Specialist,High School,52563,Good,No,1994-12-11,
00-48068331,Zoey,Jekel,Female,Zuid-Holland,Leiden,2022-10-28,Operations,Operations Analyst,Master,82296,Excellent,No,1974-09-23,
00-30906603,Linde,Sterkman,Female,Utrecht,Amersfoort,2015-04-17,Operations,Logistics Coordinator,Bachelor,62887,Excellent,No,1987-04-08,
00-76418337,Lois,Huijs,Male,Gelderland,Apeldoorn,2022-03-08,Operations,Inventory Specialist,High School,54471,Good,No,2004-02-22,
00-66812031,Jack,Geldens,Female,Noord-Brabant,Breda,2018-08-24,Sales,Sales Representative,Bachelor,61844,Excellent,No,1986-05-29,
00-51658222,Amin,Jeggij,Female,Zuid-Holland,Leiden,2019-05-05,IT,Software Developer,Bachelor,77540,Satisfactory,Yes,1991-01-26,
00-89489729,Justin,Sanders,Male,Zeeland,Middelburg,2023-10-02,Customer Service,Customer Service Representative,High School,64746,Satisfactory,Yes,1972-09-06,
00-99900450,Ivan,Bekbergen,Female,Noord-Holland,Alkmaar,2016-07-31,Sales,Sales Specialist,PhD,81473,Excellent,No,1996-09-19,
00-14614759,Mika,van Ginneke,Female,Noord-Holland,Amsterdam,2022-10-18,Sales,Sales Representative,Bachelor,64014,Excellent,No,1979-01-16,
00-98292310,Wessel,Lamotte,Female,Utrecht,Amersfoort,2017-05-17,Sales,Sales Representative,Bachelor,68666,Good,No,1987-11-30,
00-99130077,Arthur,Meis,Female,Noord-Holland,Alkmaar,2015-09-03,Sales,Sales Representative,Bachelor,64758,Good,No,1975-06-07,
00-60598783,Stijn,Wilcken,Female,Zuid-Holland,Den Haag,2023-04-25,Sales,Sales Representative,Bachelor,62638,Good,No,1972-10-12,
00-89084880,Kick,Huijben,Female,Zuid-Holland,Den Haag,2015-06-21,IT,Software Developer,Bachelor,76096,Satisfactory,No,1987-01-24,
00-37980569,Daniel,van Luinenburg,Female,Zuid-Holland,Rotterdam,2023-08-08,Sales,Sales Representative,Bachelor,67563,Satisfactory,No,1975-10-24,
00-63773579,Micha,Blewanus,Female,Zuid-Holland,Den Haag,2024-12-20,IT,IT Support Specialist,Bachelor,65134,Satisfactory,Yes,1973-09-21,
00-17653101,Ivy,Hulshouts,Female,Zuid-Holland,Leiden,2023-04-09,Customer Service,Customer Service Representative,Bachelor,62951,Good,No,1997-10-27,
00-36594902,Owen,Wolffel,Male,Zuid-Holland,Den Haag,2024-08-01,Operations,Operations Analyst,Bachelor,94675,Good,Yes,1988-04-30,
00-97973637,Pieter,Heerkens,Female,Noord-Holland,Alkmaar,2023-05-20,IT,Software Developer,Master,81545,Excellent,Yes,2001-12-27,
00-36947218,Hidde,Gruijl,Male,Zuid-Holland,Den Haag,2023-02-08,Sales,Sales Consultant,Bachelor,86603,Good,No,1995-01-24,
00-17632213,Isabel,Haselaar,Male,Utrecht,Amersfoort,2022-04-27,Finance,Accountant,Bachelor,80141,Satisfactory,Yes,1961-08-22,
00-80641925,Sofie,van der Linden,Male,Noord-Holland,Amsterdam,2023-07-31,Operations,Inventory Specialist,Bachelor,64211,Good,Yes,1997-07-23,
00-18853873,Mila,Garret,Male,Zuid-Holland,Rotterdam,2020-03-03,Sales,Sales Specialist,Bachelor,89390,Good,No,2001-02-28,
00-10476674,Thijs,van der Noot,Female,Zuid-Holland,Leiden,2023-11-17,Operations,Operations Analyst,Bachelor,72329,Good,No,1986-10-18,
00-81362827,Lina,Segerszoen,Male,Zuid-Holland,Den Haag,2024-09-24,Sales,Sales Representative,Bachelor,59654,Excellent,Yes,1994-09-18,
00-96395574,Lynn,van der Leek,Female,Utrecht,Amersfoort,2024-11-18,Marketing,Marketing Coordinator,Bachelor,68539,Satisfactory,Yes,1973-07-01,
00-47403668,Lucas,van Orleans,Female,Noord-Brabant,Breda,2016-07-21,IT,System Administrator,Bachelor,88792,Satisfactory,No,1971-11-07,
00-34120341,Lotte,van den Assem,Male,Utrecht,Nieuwegein,2021-09-03,IT,System Administrator,Master,98335,Good,Yes,1980-01-22,
00-40885530,Guus,Miltenburg,Male,Zuid-Holland,Leiden,2015-06-18,Finance,Accounts Payable Specialist,Bachelor,64127,Satisfactory,No,1995-10-02,
00-39611798,Bryan,Ariens Ansems,Male,Noord-Brabant,Tilburg,2021-07-02,Operations,Operations Analyst,Master,66992,Satisfactory,Yes,1983-12-02,
00-21881015,Marijn,Thout,Female,Noord-Holland,Alkmaar,2017-06-16,Sales,Sales Specialist,Master,67301,Good,Yes,2003-08-17,
00-32869853,Ayden,van de Ven,Male,Zuid-Holland,Rotterdam,2020-09-30,Sales,Sales Consultant,PhD,94165,Excellent,Yes,1967-01-25,
00-78698664,Tijmen,Freshour,Male,Zuid-Holland,Den Haag,2023-12-22,Sales,Sales Specialist,Bachelor,92058,Good,Yes,1983-03-30,
00-28401973,Felix,Bos,Female,Noord-Holland,Haarlem,2022-06-28,Sales,Sales Specialist,Bachelor,67249,Satisfactory,No,1996-05-16,
00-18963036,Faye,Huijben,Female,Zuid-Holland,Den Haag,2018-02-01,Finance,Accounts Payable Specialist,Bachelor,62116,Good,Yes,1978-03-13,
00-71587674,Micha,Broeshart,Female,Noord-Holland,Amsterdam,2023-01-19,Sales,Sales Specialist,PhD,70802,Satisfactory,No,1978-12-01,
00-71471521,Elena,van der Heijden,Female,Utrecht,Utrecht,2023-12-06,IT,System Administrator,Bachelor,83864,Satisfactory,No,2003-11-11,
00-39566552,Lise,Marchand,Female,Noord-Holland,Amsterdam,2016-05-23,IT,IT Support Specialist,Bachelor,53465,Satisfactory,No,1994-11-14,
00-56822059,Victoria,Hoogers,Female,Zuid-Holland,Rotterdam,2022-10-31,Sales,Sales Specialist,Master,87096,Good,No,1977-11-22,
00-42817159,Lois,Verbeek,Female,Noord-Holland,Haarlem,2015-12-23,Customer Service,Help Desk Technician,Bachelor,59850,Good,Yes,1999-12-24,
00-76732339,Mathijs,van der Noot,Female,Noord-Holland,Alkmaar,2024-04-08,Sales,Sales Manager,Master,89695,Good,No,1980-11-25,
00-93045054,Ties,Sarneel,Male,Zuid-Holland,Den Haag,2020-06-12,Operations,Logistics Coordinator,Bachelor,69515,Satisfactory,No,1983-01-29,
00-84853166,Tessa,Breugelensis,Male,Zuid-Holland,Den Haag,2020-07-03,Operations,Inventory Specialist,High School,66597,Good,No,1980-05-15,
00-51396067,Gerrit,Neuteboom,Male,Noord-Holland,Amsterdam,2017-07-28,IT,IT Support Specialist,Bachelor,67327,Good,No,1979-04-10,
00-41243272,Aylin,van 't Riet,Female,Zuid-Holland,Leiden,2019-04-26,IT,Software Developer,Bachelor,90657,Good,No,1986-12-17,
00-57778592,Thom,Levesque,Male,Zeeland,Middelburg,2021-02-23,Operations,Logistics Coordinator,Bachelor,61379,Good,No,1991-02-01,
00-64430126,Nienke,Ariens Ansems,Male,Limburg,Maastricht,2023-03-03,Marketing,Content Creator,Bachelor,62768,Satisfactory,No,1977-04-01,
00-23192745,Jelle,Mansveld,Female,Zuid-Holland,Leiden,2020-09-28,IT,System Administrator,Bachelor,69336,Excellent,No,1994-04-01,
00-26812821,Aaliyah,Jorlink,Female,Utrecht,Nieuwegein,2022-11-12,Customer Service,Customer Service Representative,Bachelor,59180,Excellent,Yes,1973-05-17,
00-39090885,Raf,Verhaar,Male,Noord-Holland,Amsterdam,2019-01-01,Marketing,Marketing Coordinator,Bachelor,59831,Good,Yes,2001-05-11,
00-83114697,Julian,Molen,Female,Noord-Holland,Haarlem,2020-01-01,Operations,Operations Analyst,Bachelor,67074,Satisfactory,Yes,1982-06-20,
00-57987541,Aron,Beourgeois,Male,Gelderland,Apeldoorn,2015-07-19,Customer Service,Support Specialist,Bachelor,69411,Satisfactory,No,1972-06-16,
00-63218974,Robin,Postma,Female,Noord-Holland,Haarlem,2023-10-16,IT,IT Support Specialist,Bachelor,63309,Good,Yes,1990-01-04,
00-71725422,Laura,den Teuling,Male,Noord-Brabant,Breda,2024-06-14,IT,IT Support Specialist,High School,57096,Satisfactory,Yes,2000-11-21,
00-31329251,Emily,Hazenveld,Male,Overijssel,Enschede,2017-08-11,Marketing,SEO Specialist,High School,66685,Good,No,1978-05-24,
00-69572971,Abel,van den Brand,Male,Zuid-Holland,Rotterdam,2020-07-09,Operations,Inventory Specialist,High School,56604,Good,No,1994-05-26,
00-11502307,Lise,Galenzone,Male,Noord-Holland,Amsterdam,2020-02-14,Marketing,Content Creator,Bachelor,65223,Good,No,1962-09-08,
00-70068642,Gerrit,le Floch,Male,Zuid-Holland,Rotterdam,2021-10-18,Sales,Sales Specialist,Master,57252,Good,No,1978-09-05,
00-53602595,Arthur,Geertsen,Male,Noord-Holland,Haarlem,2017-05-20,Customer Service,Support Specialist,Bachelor,72417,Excellent,Yes,1968-01-13,
00-90829458,Lieve,Kas,Female,Zuid-Holland,Leiden,2022-10-26,Sales,Sales Specialist,PhD,67152,Needs Improvement,No,1989-12-14,
00-91764926,Imran,van Vermandois,Male,Utrecht,Nieuwegein,2015-03-15,Operations,Logistics Coordinator,Bachelor,65560,Satisfactory,No,1966-11-05,
00-88347188,Tycho,van der Kaay,Male,Zuid-Holland,Leiden,2017-12-11,Sales,Sales Specialist,PhD,74875,Satisfactory,No,1985-01-05,
00-81868311,Eline,van Laarhoven,Female,Zuid-Holland,Den Haag,2016-09-27,Operations,Operations Analyst,Master,77209,Good,Yes,1977-02-19,
00-93548775,Fay,Brouwer,Male,Noord-Holland,Amsterdam,2019-05-22,Customer Service,Customer Service Representative,Bachelor,66977,Needs Improvement,Yes,1985-04-27,
00-68228228,Carlijn,Verwoert,Male,Zuid-Holland,Leiden,2018-04-20,Operations,Logistics Coordinator,Bachelor,69081,Excellent,No,1972-01-14,
00-76572741,Milou,Fechant,Female,Utrecht,Nieuwegein,2018-12-10,Marketing,Marketing Coordinator,Bachelor,69851,Good,No,1961-01-11,
00-35227694,Noa,van der Strigt,Male,Noord-Holland,Alkmaar,2024-06-04,Operations,Inventory Specialist,High School,54750,Satisfactory,No,2003-02-17,
00-81430821,Lukas,de Kok,Female,Noord-Holland,Alkmaar,2015-03-31,Operations,Inventory Specialist,Bachelor,55929,Good,No,2003-12-06,
00-49045119,Boris,Blees,Female,Noord-Holland,Amsterdam,2016-12-02,Operations,Logistics Coordinator,Bachelor,59468,Satisfactory,No,1988-03-27,
00-62013608,Maria,van den Berg,Female,Zuid-Holland,Rotterdam,2018-04-11,Operations,Logistics Coordinator,Bachelor,59211,Good,No,1982-11-22,
00-35296149,Keano,Potters,Male,Noord-Holland,Alkmaar,2020-06-07,Operations,Logistics Coordinator,Bachelor,74293,Good,No,1976-11-14,
00-57309011,Pleun,Gerritsen,Male,Zuid-Holland,Rotterdam,2023-09-21,Marketing,Marketing Manager,PhD,106394,Needs Improvement,No,1963-11-05,
00-22457090,Liam,van Ginkel,Male,Gelderland,Arnhem,2020-01-31,Operations,Operations Analyst,Master,57158,Good,No,2001-09-01,
00-97011630,Dylan,van den Nuwenhuysen,Female,Zuid-Holland,Rotterdam,2016-11-18,Sales,Sales Representative,Bachelor,64442,Satisfactory,No,1993-10-30,
00-67516393,Morris,Geertsen,Male,Noord-Holland,Amsterdam,2015-08-30,Finance,Accounts Payable Specialist,Bachelor,64678,Good,Yes,1960-11-02,
00-15850133,Cornelia,Zuijdveld,Female,Noord-Holland,Amsterdam,2015-09-10,Sales,Sales Specialist,Bachelor,78677,Satisfactory,No,1995-02-12,
00-45150315,Niek,van Zwaben,Female,Noord-Holland,Amsterdam,2017-02-21,Sales,Sales Consultant,Master,94364,Satisfactory,No,1979-01-09,
00-34286300,Elif,Terry,Male,Noord-Holland,Haarlem,2020-02-24,IT,System Administrator,Bachelor,77266,Satisfactory,No,1962-01-22,
00-75937854,Arie,Lind,Female,Zuid-Holland,Rotterdam,2018-08-20,Customer Service,Help Desk Technician,Bachelor,61518,Satisfactory,No,2002-03-11,
00-94081951,Maartje,Bakker,Male,Utrecht,Amersfoort,2017-01-25,Marketing,SEO Specialist,High School,63713,Needs Improvement,Yes,1993-10-14,
00-28964413,Joël,Vegt,Female,Noord-Holland,Amsterdam,2020-10-05,Customer Service,Help Desk Technician,High School,73524,Satisfactory,No,1993-04-13,
00-23646635,Mathijs,van Arkel,Male,Utrecht,Amersfoort,2022-05-30,IT,System Administrator,Bachelor,86390,Satisfactory,No,1971-02-16,
00-95043049,Timo,Van Bragt,Male,Zuid-Holland,Leiden,2015-05-17,Marketing,SEO Specialist,High School,78817,Satisfactory,Yes,1975-11-15,
00-62536177,Elin,Prins,Female,Noord-Holland,Amsterdam,2023-04-14,Customer Service,Help Desk Technician,High School,77119,Excellent,Yes,1975-04-19,
00-46941691,Pleun,Scharroo,Male,Noord-Holland,Amsterdam,2017-11-11,Customer Service,Customer Service Manager,Master,74090,Good,No,1990-10-20,
00-98794105,Thom,van Geenen,Female,Noord-Holland,Alkmaar,2021-02-23,Customer Service,Customer Service Representative,Bachelor,56709,Excellent,Yes,1979-12-21,
00-34314630,Bram,Gepa van Bourgondië,Male,Overijssel,Enschede,2017-01-22,Sales,Sales Representative,Bachelor,72649,Good,No,1972-07-04,
00-91165232,Ibrahim,Rubben,Female,Noord-Holland,Alkmaar,2017-11-17,Finance,Accounts Payable Specialist,Bachelor,65237,Satisfactory,Yes,1985-07-03,
00-85268425,Juul,Beernink,Female,Noord-Brabant,Tilburg,2015-10-22,Operations,Operations Analyst,Master,66928,Satisfactory,No,1977-06-03,
00-11830740,Jolie,van der Meer,Male,Utrecht,Amersfoort,2023-11-28,Operations,Inventory Specialist,Bachelor,65171,Needs Improvement,No,1983-03-08,
00-36248368,Jayda,van de Leemput,Male,Gelderland,Arnhem,2015-02-25,Operations,Operations Analyst,Bachelor,94535,Good,No,1975-07-31,
00-45121991,Ibrahim,Muller,Male,Noord-Holland,Amsterdam,2023-07-06,Operations,Logistics Coordinator,Bachelor,66868,Good,Yes,1963-10-27,
00-66837790,Esila,Sitters,Male,Limburg,Maastricht,2017-12-19,Operations,Inventory Specialist,Bachelor,71129,Excellent,No,1974-04-16,
00-87070198,James,de Leeuw,Female,Noord-Holland,Amsterdam,2019-02-21,Customer Service,Customer Service Representative,High School,65190,Good,Yes,1968-06-25,
00-95235819,Azra,Welf,Female,Utrecht,Amersfoort,2017-07-02,Sales,Sales Specialist,PhD,73843,Satisfactory,Yes,1979-04-25,
00-53839745,Collin,van Waas,Male,Utrecht,Amersfoort,2020-04-05,Customer Service,Help Desk Technician,High School,65112,Good,Yes,2002-08-15,
00-96167913,Naud,Höning,Male,Zuid-Holland,Rotterdam,2022-06-20,IT,IT Support Specialist,High School,62819,Excellent,No,1978-11-26,
00-99032699,Lot,Wipstrik,Female,Groningen,Groningen,2024-08-20,Sales,Sales Specialist,PhD,93525,Good,No,1992-05-07,
00-76577067,Joost,van Alenburg,Male,Zeeland,Middelburg,2017-04-24,Operations,Logistics Coordinator,Bachelor,65207,Good,No,2001-08-03,
00-82846692,Tessa,Muller,Female,Noord-Brabant,Breda,2023-05-06,Customer Service,Help Desk Technician,Bachelor,69862,Satisfactory,Yes,1972-09-19,
00-96696765,Twan,Bellemans,Male,Zuid-Holland,Rotterdam,2018-01-04,IT,Software Developer,Master,95098,Good,Yes,1999-05-21,
00-44143101,Dean,Klomp Jan,Female,Noord-Brabant,Tilburg,2018-08-14,Customer Service,Customer Service Representative,High School,61137,Good,No,1981-05-29,
00-61112422,Livia,Jansdr,Female,Noord-Holland,Amsterdam,2022-07-20,Marketing,SEO Specialist,Bachelor,81410,Satisfactory,Yes,1979-04-28,
00-98940721,Niels,Haengreve,Male,Zuid-Holland,Den Haag,2023-07-19,Operations,Logistics Coordinator,Bachelor,66557,Satisfactory,No,1974-05-19,
00-79003124,Jasmijn,van Berkel,Male,Zeeland,Goes,2017-12-08,Sales,Sales Representative,Bachelor,70904,Good,Yes,2002-09-03,
00-45925787,Fenna,Labado,Male,Zuid-Holland,Rotterdam,2020-10-14,Customer Service,Support Specialist,High School,64069,Good,Yes,1995-04-12,
00-40687661,Zara,Verbruggen,Male,Zuid-Holland,Rotterdam,2022-05-06,Customer Service,Customer Service Representative,Bachelor,67797,Good,Yes,1974-04-01,
00-83421474,Arie,Shupe,Female,Noord-Holland,Haarlem,2024-08-30,HR,Recruiter,High School,75959,Satisfactory,No,1976-07-24,
00-65900464,Puck,de Vos,Female,Noord-Holland,Alkmaar,2023-02-11,IT,IT Support Specialist,Bachelor,62769,Good,No,1978-09-29,
00-62564632,Bastiaan,Dachgelder,Female,Utrecht,Amersfoort,2023-06-19,Marketing,Marketing Coordinator,Bachelor,71421,Good,Yes,1987-09-09,
00-42257563,Jesper,Momberg,Male,Zuid-Holland,Leiden,2017-01-21,Sales,Sales Specialist,PhD,82395,Good,Yes,1992-01-16,
00-71837216,Thijmen,le Matelot,Female,Noord-Holland,Alkmaar,2019-01-09,Operations,Logistics Coordinator,Bachelor,58667,Needs Improvement,No,1960-04-21,
00-10614102,David,Hoogers,Male,Noord-Holland,Amsterdam,2024-07-23,Customer Service,Help Desk Technician,High School,88671,Needs Improvement,Yes,1973-06-25,
00-42709288,Anouk,Janssens,Male,Zuid-Holland,Leiden,2017-06-16,Customer Service,Help Desk Technician,Bachelor,80687,Satisfactory,No,2003-12-15,
00-91884091,Bas,Furda,Male,Noord-Holland,Haarlem,2020-09-21,Operations,Inventory Specialist,High School,62517,Satisfactory,Yes,1979-01-14,
00-97084206,Lauren,Kwaadland,Male,Utrecht,Nieuwegein,2017-03-14,Operations,Inventory Specialist,Bachelor,70742,Satisfactory,No,1979-05-13,
00-67797316,Roos,Honing,Female,Noord-Holland,Amsterdam,2024-07-26,Operations,Inventory Specialist,Bachelor,57952,Good,No,1970-05-11,
00-81883251,Sienna,van Daal,Male,Noord-Holland,Haarlem,2015-01-25,Marketing,Content Creator,High School,58040,Satisfactory,No,1988-05-25,
00-51017149,Dex,Hofman,Female,Noord-Holland,Haarlem,2018-01-11,IT,Software Developer,Master,101363,Satisfactory,No,1984-06-09,
00-14279007,Rosa,Rotteveel,Female,Gelderland,Nijmegen,2020-12-11,Operations,Inventory Specialist,Bachelor,64272,Excellent,No,1972-06-20,
00-63806952,Julia,de Bruijn,Female,Noord-Holland,Alkmaar,2019-01-05,Operations,Inventory Specialist,Bachelor,67592,Needs Improvement,No,1967-08-16,
00-11099317,Kyara,van Dijk,Female,Utrecht,Amersfoort,2016-06-07,HR,HR Assistant,Bachelor,65847,Satisfactory,No,1989-11-13,
00-33114350,Naud,Neuzerling,Male,Utrecht,Amersfoort,2024-12-14,Customer Service,Customer Service Representative,Bachelor,70497,Good,Yes,1972-05-01,
00-36326944,Livia,Rijks,Male,Zuid-Holland,Den Haag,2020-04-23,Sales,Sales Specialist,Bachelor,75277,Satisfactory,No,1974-01-19,
00-69973391,Kate,Brugman,Female,Utrecht,Amersfoort,2017-12-20,Operations,Logistics Coordinator,Bachelor,56440,Satisfactory,No,1998-02-06,
00-29042608,Mika,Lafleur,Male,Utrecht,Utrecht,2023-11-22,IT,Software Developer,Bachelor,108777,Satisfactory,No,1988-12-10,
00-46190613,Zoey,van Este,Male,Noord-Holland,Amsterdam,2021-06-02,Operations,Logistics Coordinator,Bachelor,69096,Satisfactory,No,1980-01-29,
00-94407627,Keano,Steenbakkers,Male,Noord-Holland,Haarlem,2024-05-19,Operations,Logistics Coordinator,Bachelor,62041,Excellent,No,1975-03-02,
00-85460982,Yasmin,Blokland,Female,Utrecht,Amersfoort,2024-02-09,Operations,Logistics Coordinator,Bachelor,56115,Satisfactory,Yes,1985-04-29,
00-28482756,Dex,Vermeulen,Male,Utrecht,Nieuwegein,2018-03-28,Customer Service,Customer Service Manager,PhD,80105,Good,No,1964-10-03,
00-57559697,Rens,van Westfalen,Male,Noord-Holland,Haarlem,2015-09-19,Operations,Logistics Coordinator,Bachelor,62130,Good,Yes,2000-08-19,
00-95365934,Lucy,Mathol,Male,Overijssel,Enschede,2015-12-17,IT,Software Developer,Bachelor,91399,Excellent,No,1982-11-28,
00-98306356,Milan,van Veen,Male,Gelderland,Nijmegen,2017-11-04,Customer Service,Customer Service Manager,Master,75882,Excellent,No,1988-07-24,
00-51829207,Lukas,Ouwerkerk,Female,Noord-Holland,Alkmaar,2017-05-08,IT,Software Developer,Bachelor,92613,Good,Yes,2002-04-13,
00-28692391,Victoria,van Bovenen,Male,Noord-Holland,Alkmaar,2023-01-31,Sales,Sales Specialist,Bachelor,96520,Satisfactory,No,1982-07-20,
00-41211039,Simon,van der Laarse,Male,Noord-Holland,Alkmaar,2023-03-03,Sales,Sales Specialist,Bachelor,74322,Needs Improvement,No,1996-02-08,
00-54373957,Suus,Ulrich,Female,Noord-Holland,Amsterdam,2017-10-03,Operations,Operations Analyst,Bachelor,82358,Needs Improvement,No,1996-05-13,
00-23498326,Lena,Holthuis,Male,Overijssel,Zwolle,2016-10-28,Customer Service,Customer Service Representative,Bachelor,70006,Good,Yes,2001-09-22,
00-57324209,Isabella,Le Grand,Male,Zuid-Holland,Rotterdam,2020-05-23,Customer Service,Support Specialist,Bachelor,69514,Good,No,1995-11-09,
00-32396888,Abel,van de Veen,Male,Noord-Holland,Alkmaar,2019-05-23,Operations,Logistics Coordinator,Bachelor,64640,Needs Improvement,No,2003-10-15,
00-45459306,Sten,de Keijser,Male,Zuid-Holland,Rotterdam,2017-12-07,Operations,Operations Analyst,Bachelor,76407,Good,No,1979-05-28,
00-61043561,Sophia,de Werd,Female,Zuid-Holland,Den Haag,2023-12-13,Customer Service,Support Specialist,Bachelor,62579,Good,Yes,1965-03-25,
00-24899442,Nienke,Huel,Male,Noord-Brabant,Tilburg,2022-04-11,Operations,Inventory Specialist,Bachelor,67588,Good,Yes,1972-02-20,
00-76559938,Dani,van Geest,Male,Utrecht,Utrecht,2017-11-18,Customer Service,Customer Service Representative,High School,57812,Good,No,1975-07-03,
00-56989269,Simon,van der Spaendonck,Female,Noord-Holland,Haarlem,2018-06-10,Operations,Logistics Coordinator,Bachelor,60762,Good,Yes,1971-01-27,
00-44835414,Nienke,Sanders,Female,Noord-Brabant,Tilburg,2021-10-15,Marketing,SEO Specialist,Bachelor,54720,Satisfactory,No,1980-06-16,
00-91017646,Mehmet,van Northeim,Male,Zuid-Holland,Rotterdam,2023-06-20,IT,Software Developer,Bachelor,102847,Satisfactory,Yes,1971-12-07,
00-88463726,Daniël,Klomp Jan,Female,Noord-Holland,Amsterdam,2017-07-30,Sales,Sales Representative,Bachelor,70224,Satisfactory,No,1986-09-13,
00-73973063,Floortje,Meijer,Female,Drenthe,Meppel,2022-05-12,Marketing,Marketing Coordinator,Bachelor,56164,Good,No,1990-08-18,
00-57980037,Ben,van Arkel,Male,Noord-Brabant,Eindhoven,2018-12-21,IT,Software Developer,Bachelor,85521,Satisfactory,Yes,1984-05-02,
00-70902028,Fedde,van de Velden,Female,Zuid-Holland,Rotterdam,2022-04-21,Operations,Inventory Specialist,Bachelor,54279,Good,Yes,1980-06-11,
00-73606627,Dewi,van Roijen,Male,Zuid-Holland,Rotterdam,2017-12-28,Finance,Financial Analyst,Master,74652,Good,No,1983-09-25,
00-71153289,Zara,Jochems,Female,Groningen,Groningen,2017-02-15,Operations,Operations Analyst,Bachelor,84724,Needs Improvement,No,1995-12-06,
00-61710231,Mohamed,Scardino,Male,Zuid-Holland,Den Haag,2016-10-23,Sales,Sales Specialist,Master,65983,Satisfactory,No,1986-10-23,
00-21659353,Mike,Chrodtrud,Female,Gelderland,Apeldoorn,2022-04-22,Operations,Inventory Specialist,High School,63083,Satisfactory,No,1971-06-18,
00-66798044,Sten,de Groot,Female,Noord-Holland,Haarlem,2022-07-19,Operations,Logistics Coordinator,Bachelor,57688,Needs Improvement,Yes,1994-01-24,
00-67096487,Tess,Haselaar,Male,Noord-Holland,Amsterdam,2017-02-24,Operations,Inventory Specialist,Bachelor,70084,Excellent,No,1980-03-20,
00-66950588,Nout,van Dooren,Male,Utrecht,Amersfoort,2015-11-04,IT,Software Developer,Master,92030,Good,Yes,1999-12-19,
00-25908597,Eva,Willemsen,Male,Utrecht,Amersfoort,2020-02-29,IT,Software Developer,Bachelor,95065,Needs Improvement,Yes,1987-03-10,
